CustomerID,FirstPurchase,LastPurchase,Frequency,Monetary,TotalItems,UniqueProducts,Recency,TenureDays,AvgOrderValue,ItemsPerOrder,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster,ClusterName
17677,2010-12-06 08:42:00,2011-12-08 09:56:00,30,16363.23,9775,178,2,368,545.441,325.8333333333333,4,4,4,12,Champions,3,Champions
17678,2011-03-21 11:52:00,2011-03-21 11:52:00,1,298.11,207,16,264,1,298.11,207.0,1,2,1,4,Hibernating,0,Big-Ticket Occasionals
17679,2011-09-15 10:35:00,2011-10-18 07:43:00,2,1992.1100000000001,729,29,53,33,996.0550000000001,364.5,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
17680,2011-11-16 12:42:00,2011-11-16 12:42:00,1,184.4,96,11,24,1,184.4,96.0,3,2,1,6,Promising,2,Hibernating
17682,2010-12-06 13:35:00,2011-11-29 15:59:00,6,2474.33,1367,48,10,359,412.3883333333333,227.83333333333334,4,4,4,12,Champions,3,Champions
17684,2011-10-27 11:10:00,2011-10-27 11:10:00,1,239.41,145,15,44,1,239.41,145.0,3,2,1,6,Promising,2,Hibernating
17685,2010-12-02 14:42:00,2011-11-23 11:36:00,7,3191.53,1956,88,17,356,455.9328571428572,279.42857142857144,4,4,4,12,Champions,3,Champions
17686,2011-02-10 10:18:00,2011-12-02 15:39:00,7,5739.46,2478,205,7,296,819.9228571428572,354.0,4,4,4,12,Champions,3,Champions
17690,2010-12-01 16:15:00,2011-11-09 15:17:00,15,4757.95,1773,186,30,343,317.19666666666666,118.2,3,4,4,11,Loyal Customers,3,Champions
17691,2010-12-06 11:10:00,2010-12-16 17:20:00,2,290.40000000000003,134,18,358,11,145.20000000000002,67.0,1,3,1,5,At Risk,2,Hibernating
17692,2010-12-15 13:37:00,2011-08-04 14:01:00,4,740.9399999999999,672,34,127,233,185.23499999999999,168.0,2,3,3,8,At Risk,1,Core Growth
17693,2011-07-25 15:48:00,2011-07-25 15:48:00,1,200.47,231,16,137,1,200.47,231.0,2,2,1,5,Hibernating,2,Hibernating
17694,2011-07-21 12:00:00,2011-07-21 12:00:00,1,283.12,184,15,142,1,283.12,184.0,2,2,1,5,Hibernating,0,Big-Ticket Occasionals
17695,2011-06-21 12:35:00,2011-07-31 10:40:00,2,765.34,779,30,132,40,382.67,389.5,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17696,2010-12-10 09:51:00,2011-11-01 13:43:00,8,2285.71,1756,78,38,327,285.71375,219.5,3,4,4,11,Loyal Customers,3,Champions
17697,2011-04-17 15:40:00,2011-04-17 15:40:00,1,338.95,93,19,236,1,338.95,93.0,1,2,2,5,Hibernating,2,Hibernating
17698,2011-03-24 11:34:00,2011-03-24 11:34:00,1,154.95,93,8,261,1,154.95,93.0,1,2,1,4,Hibernating,2,Hibernating
17700,2011-03-03 16:34:00,2011-11-23 11:51:00,4,2534.64,1266,116,17,265,633.66,316.5,4,3,4,11,Big Spenders,3,Champions
17701,2011-04-01 12:25:00,2011-04-01 12:25:00,1,417.95,109,24,253,1,417.95,109.0,1,2,2,5,Hibernating,0,Big-Ticket Occasionals
17702,2011-05-17 16:23:00,2011-11-09 16:03:00,4,1824.37,1353,58,30,176,456.0925,338.25,3,3,4,10,Big Spenders,1,Core Growth
17703,2011-07-24 13:30:00,2011-11-04 15:51:00,3,798.74,590,47,35,104,266.24666666666667,196.66666666666666,3,3,3,9,Hibernating,1,Core Growth
17704,2011-04-14 09:28:00,2011-06-24 09:40:00,2,885.19,343,27,169,72,442.595,171.5,1,3,3,7,At Risk,0,Big-Ticket Occasionals
17705,2011-02-11 10:57:00,2011-12-06 13:45:00,9,1823.52,963,63,3,299,202.61333333333334,107.0,4,4,4,12,Champions,3,Champions
17706,2010-12-08 11:02:00,2011-12-05 13:34:00,17,10504.49,3899,270,4,363,617.9111764705882,229.35294117647058,4,4,4,12,Champions,3,Champions
17707,2011-01-07 13:30:00,2011-06-07 15:03:00,2,152.4,144,3,185,152,76.2,72.0,1,3,1,5,At Risk,2,Hibernating
17708,2011-01-19 10:09:00,2011-06-05 10:12:00,2,267.08,91,28,188,138,133.54,45.5,1,3,1,5,At Risk,2,Hibernating
17709,2011-06-23 11:55:00,2011-06-23 11:55:00,1,137.45,17,7,170,1,137.45,17.0,1,2,1,4,Hibernating,2,Hibernating
17711,2011-02-23 11:32:00,2011-11-29 11:40:00,2,385.1,246,22,11,280,192.55,123.0,4,3,2,9,Hibernating,1,Core Growth
17712,2011-10-26 12:28:00,2011-10-26 12:28:00,1,522.91,215,29,45,1,522.91,215.0,3,2,2,7,Promising,0,Big-Ticket Occasionals
17714,2011-01-23 10:32:00,2011-01-23 10:32:00,1,153.0,92,10,321,1,153.0,92.0,1,2,1,4,Hibernating,2,Hibernating
17715,2011-05-23 12:32:00,2011-05-23 12:32:00,1,326.4,384,1,201,1,326.4,384.0,1,2,2,5,Hibernating,0,Big-Ticket Occasionals
17716,2011-03-17 10:38:00,2011-11-17 12:00:00,11,5655.99,3072,171,23,246,514.180909090909,279.27272727272725,3,4,4,11,Loyal Customers,3,Champions
17718,2011-04-21 13:39:00,2011-04-21 13:39:00,1,139.35,83,6,232,1,139.35,83.0,1,2,1,4,Hibernating,2,Hibernating
17719,2011-03-29 11:29:00,2011-11-02 10:36:00,15,5396.04,2466,111,38,218,359.736,164.4,3,4,4,11,Loyal Customers,3,Champions
17720,2010-12-07 10:43:00,2011-11-13 15:04:00,4,1195.94,576,39,26,342,298.985,144.0,3,3,3,9,Hibernating,1,Core Growth
17722,2010-12-08 12:41:00,2011-09-04 15:22:00,4,2424.04,1595,111,96,271,606.01,398.75,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
17723,2011-05-09 14:44:00,2011-08-04 18:37:00,6,3276.4000000000005,792,4,127,88,546.0666666666667,132.0,2,4,4,10,Loyal Customers,0,Big-Ticket Occasionals
17724,2011-07-24 13:26:00,2011-09-29 15:26:00,3,1033.0,300,38,71,68,344.3333333333333,100.0,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17725,2011-03-17 19:47:00,2011-11-23 16:34:00,11,3439.08,2162,115,16,251,312.64363636363635,196.54545454545453,4,4,4,12,Champions,3,Champions
17727,2011-11-24 17:06:00,2011-11-24 17:06:00,1,1060.25,645,66,15,1,1060.25,645.0,4,2,3,9,Promising,0,Big-Ticket Occasionals
17728,2011-09-14 11:39:00,2011-12-06 08:52:00,3,2876.01,1469,153,4,83,958.6700000000001,489.6666666666667,4,3,4,11,Big Spenders,3,Champions
17730,2011-01-17 14:49:00,2011-12-06 15:43:00,13,5298.4800000000005,3576,127,3,324,407.5753846153847,275.0769230769231,4,4,4,12,Champions,3,Champions
17731,2011-06-09 14:18:00,2011-09-21 15:02:00,4,1240.11,493,54,79,105,310.0275,123.25,2,3,3,8,At Risk,1,Core Growth
17732,2010-12-02 09:29:00,2010-12-02 09:29:00,1,303.97,93,18,373,1,303.97,93.0,1,2,1,4,Hibernating,2,Hibernating
17733,2011-03-23 09:54:00,2011-11-01 08:16:00,2,692.19,463,33,39,223,346.095,231.5,3,3,3,9,Hibernating,0,Big-Ticket Occasionals
17734,2011-04-20 10:04:00,2011-10-17 12:33:00,3,700.63,422,40,54,181,233.54333333333332,140.66666666666666,2,3,3,8,At Risk,1,Core Growth
17735,2010-12-07 10:32:00,2011-12-07 16:47:00,19,13110.02,8439,319,2,366,690.001052631579,444.1578947368421,4,4,4,12,Champions,3,Champions
17736,2011-08-18 14:33:00,2011-11-30 15:36:00,3,377.44,238,24,9,105,125.81333333333333,79.33333333333333,4,3,2,9,Hibernating,1,Core Growth
17737,2011-10-12 14:42:00,2011-11-30 15:16:00,2,168.24,108,8,9,50,84.12,54.0,4,3,1,8,Hibernating,2,Hibernating
17738,2011-03-02 16:26:00,2011-11-20 15:05:00,4,1879.05,1029,89,19,263,469.7625,257.25,3,3,4,10,Big Spenders,1,Core Growth
17739,2010-12-14 14:26:00,2011-11-28 09:12:00,7,2791.35,861,29,12,349,398.7642857142857,123.0,4,4,4,12,Champions,3,Champions
17742,2011-01-11 10:04:00,2011-08-18 15:28:00,2,355.11,89,13,113,220,177.555,44.5,2,3,2,7,At Risk,2,Hibernating
17744,2010-12-16 14:17:00,2011-12-06 12:11:00,6,2322.4,3412,110,4,355,387.06666666666666,568.6666666666666,4,4,4,12,Champions,3,Champions
17746,2011-04-13 14:31:00,2011-04-13 14:31:00,1,110.25,29,6,240,1,110.25,29.0,1,2,1,4,Hibernating,2,Hibernating
17747,2011-08-19 08:13:00,2011-08-19 08:13:00,1,71.4,12,1,113,1,71.4,12.0,2,2,1,5,Hibernating,2,Hibernating
17749,2011-03-28 13:39:00,2011-06-14 15:45:00,2,674.52,320,33,178,79,337.26,160.0,1,3,3,7,At Risk,0,Big-Ticket Occasionals
17750,2011-06-28 15:44:00,2011-12-04 14:09:00,9,1797.57,3957,101,5,159,199.73,439.6666666666667,4,4,4,12,Champions,3,Champions
17752,2010-12-15 16:19:00,2010-12-15 16:19:00,1,80.64,192,1,359,1,80.64,192.0,1,2,1,4,Hibernating,2,Hibernating
17754,2011-03-24 13:54:00,2011-12-09 11:20:00,5,1772.26,1869,82,1,260,354.452,373.8,4,4,4,12,Champions,3,Champions
17757,2010-12-02 17:17:00,2011-12-08 15:31:00,30,5605.29,3320,275,1,371,186.843,110.66666666666667,4,4,4,12,Champions,3,Champions
17758,2011-04-03 15:22:00,2011-11-20 14:45:00,8,3456.7000000000003,2091,310,19,231,432.08750000000003,261.375,3,4,4,11,Loyal Customers,3,Champions
17759,2011-06-23 13:35:00,2011-11-22 16:02:00,3,834.99,708,82,17,153,278.33,236.0,4,3,3,10,Hibernating,1,Core Growth
17760,2010-12-01 15:08:00,2011-11-18 10:56:00,2,287.59,239,25,22,352,143.795,119.5,3,3,1,7,Hibernating,1,Core Growth
17761,2011-11-07 10:23:00,2011-11-07 10:23:00,1,712.78,398,19,33,1,712.78,398.0,3,2,3,8,Promising,0,Big-Ticket Occasionals
17763,2011-03-21 14:25:00,2011-03-21 14:25:00,1,15.0,12,1,263,1,15.0,12.0,1,2,1,4,Hibernating,2,Hibernating
17764,2011-05-12 16:11:00,2011-10-20 11:03:00,2,818.8199999999999,395,71,51,161,409.40999999999997,197.5,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17765,2011-03-28 11:58:00,2011-07-04 12:41:00,3,371.88,144,51,159,99,123.96,48.0,1,3,2,6,At Risk,2,Hibernating
17767,2011-11-24 14:42:00,2011-11-24 14:42:00,1,271.2,128,21,15,1,271.2,128.0,4,2,1,7,Promising,1,Core Growth
17768,2011-06-26 13:46:00,2011-12-01 13:22:00,3,2273.1800000000003,1186,77,8,158,757.7266666666668,395.3333333333333,4,3,4,11,Big Spenders,3,Champions
17769,2011-01-23 11:15:00,2011-11-27 11:18:00,10,3997.98,1862,200,13,309,399.798,186.2,4,4,4,12,Champions,3,Champions
17770,2011-03-02 13:35:00,2011-05-25 12:34:00,5,1143.27,365,33,199,84,228.654,73.0,1,4,3,8,At Risk,0,Big-Ticket Occasionals
17771,2011-01-20 14:13:00,2011-10-14 11:43:00,2,245.81,287,51,57,267,122.905,143.5,2,3,1,6,At Risk,2,Hibernating
17772,2011-11-29 10:57:00,2011-11-29 11:05:00,2,182.77,58,50,11,1,91.385,29.0,4,3,1,8,Hibernating,2,Hibernating
17774,2011-02-07 13:13:00,2011-09-04 12:49:00,4,1225.41,512,123,97,209,306.3525,128.0,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17775,2011-03-30 10:50:00,2011-03-30 10:50:00,1,56.4,72,3,255,1,56.4,72.0,1,2,1,4,Hibernating,2,Hibernating
17777,2011-08-31 14:35:00,2011-11-15 12:02:00,3,665.86,507,141,25,76,221.95333333333335,169.0,3,3,2,8,Hibernating,1,Core Growth
17779,2011-07-19 12:19:00,2011-11-18 14:15:00,3,658.57,397,73,21,123,219.52333333333334,132.33333333333334,3,3,2,8,Hibernating,1,Core Growth
17781,2011-03-31 19:54:00,2011-07-03 16:00:00,2,188.02,34,12,159,94,94.01,17.0,1,3,1,5,At Risk,2,Hibernating
17783,2011-04-06 10:07:00,2011-09-28 16:07:00,2,283.47,354,67,72,176,141.735,177.0,2,3,1,6,At Risk,2,Hibernating
17785,2011-10-17 13:43:00,2011-10-17 13:43:00,1,131.94,67,13,53,1,131.94,67.0,2,2,1,5,Hibernating,2,Hibernating
17786,2011-01-26 14:35:00,2011-09-15 12:51:00,2,278.74,200,57,85,232,139.37,100.0,2,3,1,6,At Risk,2,Hibernating
17787,2010-12-03 13:43:00,2011-07-10 11:24:00,4,1865.19,910,94,153,219,466.2975,227.5,1,3,4,8,At Risk,0,Big-Ticket Occasionals
17788,2011-08-02 10:38:00,2011-09-27 10:09:00,2,1117.9,211,3,74,56,558.95,105.5,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17789,2011-03-03 13:14:00,2011-03-03 13:14:00,1,225.9,74,14,281,1,225.9,74.0,1,2,1,4,Hibernating,2,Hibernating
17790,2010-12-10 10:47:00,2011-11-13 11:30:00,14,1965.55,836,121,27,339,140.39642857142857,59.714285714285715,3,4,4,11,Loyal Customers,3,Champions
17791,2011-11-10 12:09:00,2011-11-10 12:09:00,1,106.1,46,10,30,1,106.1,46.0,3,2,1,6,Promising,2,Hibernating
17793,2011-11-14 14:24:00,2011-11-14 14:24:00,1,323.04,232,49,25,1,323.04,232.0,3,2,2,7,Promising,0,Big-Ticket Occasionals
17795,2011-03-20 12:02:00,2011-06-13 12:36:00,2,350.39,341,43,180,86,175.195,170.5,1,3,2,6,At Risk,2,Hibernating
17796,2010-12-05 12:23:00,2011-10-30 15:38:00,4,697.9,178,63,40,330,174.475,44.5,3,3,3,9,Hibernating,1,Core Growth
17797,2011-06-10 11:29:00,2011-11-17 13:21:00,3,780.43,498,102,22,161,260.1433333333333,166.0,3,3,3,9,Hibernating,1,Core Growth
17799,2010-12-13 13:10:00,2011-11-17 15:16:00,10,3055.93,1758,280,22,340,305.59299999999996,175.8,3,4,4,11,Loyal Customers,3,Champions
17800,2011-01-09 13:50:00,2011-11-02 12:57:00,9,1199.01,736,51,37,297,133.22333333333333,81.77777777777777,3,4,3,10,Loyal Customers,1,Core Growth
17802,2010-12-02 13:44:00,2011-09-18 14:56:00,3,1285.04,752,102,82,291,428.34666666666664,250.66666666666666,2,3,3,8,At Risk,0,Big-Ticket Occasionals
17805,2011-09-27 11:49:00,2011-09-27 11:49:00,1,512.31,478,10,74,1,512.31,478.0,2,2,2,6,Hibernating,0,Big-Ticket Occasionals
17806,2011-11-28 14:12:00,2011-11-28 14:12:00,1,546.04,727,43,11,1,546.04,727.0,4,2,2,8,Promising,1,Core Growth
17809,2010-12-01 09:41:00,2011-11-23 12:59:00,12,5411.91,2057,46,16,358,450.9925,171.41666666666666,4,4,4,12,Champions,3,Champions
17811,2011-01-10 10:58:00,2011-12-05 13:46:00,39,7837.7300000000005,4177,359,4,330,200.9674358974359,107.1025641025641,4,4,4,12,Champions,3,Champions
17812,2010-12-06 15:27:00,2011-11-27 11:47:00,4,732.16,350,113,13,356,183.04,87.5,4,3,3,10,Hibernating,1,Core Growth
17813,2011-09-29 15:57:00,2011-11-25 16:13:00,5,1770.8799999999999,790,297,14,58,354.176,158.0,4,4,4,12,Champions,1,Core Growth
17816,2010-12-09 14:10:00,2011-11-03 11:34:00,4,36.56,30,16,37,329,9.14,7.5,3,3,1,7,Hibernating,2,Hibernating
17817,2011-03-07 17:30:00,2011-12-05 14:39:00,3,387.68,67,32,4,273,129.22666666666666,22.333333333333332,4,3,2,9,Hibernating,1,Core Growth
17819,2010-12-03 14:26:00,2011-09-29 10:52:00,7,3704.87,1031,36,72,300,529.2671428571429,147.28571428571428,2,4,4,10,Loyal Customers,3,Champions
17824,2011-10-19 14:14:00,2011-10-19 14:14:00,1,298.4,408,13,51,1,298.4,408.0,2,2,1,5,Hibernating,0,Big-Ticket Occasionals
17827,2010-12-10 10:18:00,2011-12-04 15:00:00,5,1995.46,1247,190,5,360,399.092,249.4,4,4,4,12,Champions,3,Champions
17828,2011-06-08 08:31:00,2011-11-17 08:41:00,4,1820.09,667,54,23,163,455.0225,166.75,3,3,4,10,Big Spenders,1,Core Growth
17829,2011-02-14 12:46:00,2011-02-14 12:46:00,1,889.24,496,30,299,1,889.24,496.0,1,2,3,6,At Risk,0,Big-Ticket Occasionals
17830,2011-02-24 10:15:00,2011-12-08 12:28:00,3,398.7,92,18,2,288,132.9,30.666666666666668,4,3,2,9,Hibernating,1,Core Growth
17831,2011-11-06 15:09:00,2011-11-06 15:09:00,1,35.400000000000006,12,2,33,1,35.400000000000006,12.0,3,2,1,6,Promising,2,Hibernating
17832,2011-10-21 11:43:00,2011-10-21 11:43:00,1,155.37,208,61,50,1,155.37,208.0,3,2,1,6,Promising,2,Hibernating
17835,2011-11-16 16:30:00,2011-12-07 11:48:00,3,350.64,348,45,3,21,116.88,116.0,4,3,2,9,Hibernating,1,Core Growth
17836,2011-10-23 16:13:00,2011-10-23 16:13:00,1,110.21000000000001,88,23,47,1,110.21000000000001,88.0,3,2,1,6,Promising,2,Hibernating
17837,2011-06-29 16:44:00,2011-10-28 16:13:00,8,1593.38,518,110,42,121,199.1725,64.75,3,4,3,10,Loyal Customers,1,Core Growth
17838,2010-12-02 15:55:00,2011-11-13 11:20:00,5,2779.3,1879,96,27,346,555.86,375.8,3,4,4,11,Loyal Customers,3,Champions
17839,2011-10-28 17:27:00,2011-10-28 17:27:00,1,338.8,285,50,42,1,338.8,285.0,3,2,2,7,Promising,0,Big-Ticket Occasionals
17841,2010-12-01 14:41:00,2011-12-08 12:07:00,124,40991.57,23071,1323,2,372,330.5771774193548,186.05645161290323,4,4,4,12,Champions,3,Champions
17843,2011-02-09 15:33:00,2011-02-09 15:33:00,1,205.48,113,36,303,1,205.48,113.0,1,2,1,4,Hibernating,2,Hibernating
17844,2011-08-25 11:27:00,2011-08-25 11:27:00,1,51.559999999999995,52,5,107,1,51.559999999999995,52.0,2,2,1,5,Hibernating,2,Hibernating
17846,2011-09-15 15:20:00,2011-09-15 15:20:00,1,2033.1,1,1,85,1,2033.1,1.0,2,2,4,8,Big Spenders,0,Big-Ticket Occasionals
17848,2010-12-16 18:38:00,2011-09-19 16:49:00,9,901.1999999999999,398,41,81,277,100.13333333333333,44.22222222222222,2,4,3,9,Loyal Customers,1,Core Growth
17849,2011-01-10 11:59:00,2011-05-05 13:46:00,4,605.8000000000001,114,14,218,116,151.45000000000002,28.5,1,3,2,6,At Risk,2,Hibernating
17850,2010-12-01 08:26:00,2010-12-02 15:27:00,34,5391.21,1733,21,372,2,158.565,50.970588235294116,1,4,4,9,At Risk,3,Champions
17852,2011-11-28 12:31:00,2011-11-28 12:36:00,2,114.34,53,21,12,1,57.17,26.5,4,3,1,8,Hibernating,2,Hibernating
17854,2011-04-26 16:53:00,2011-06-07 16:21:00,2,311.26,84,15,185,42,155.63,42.0,1,3,2,6,At Risk,2,Hibernating
17855,2010-12-02 09:44:00,2010-12-02 09:44:00,1,208.97,197,17,373,1,208.97,197.0,1,2,1,4,Hibernating,2,Hibernating
17856,2011-03-03 11:40:00,2011-12-08 09:40:00,4,1418.03,842,12,2,280,354.5075,210.5,4,3,3,10,Hibernating,1,Core Growth
17857,2010-12-09 11:35:00,2011-12-05 13:13:00,23,26879.04,19256,19,4,362,1168.6539130434783,837.2173913043479,4,4,4,12,Champions,3,Champions
17858,2010-12-05 13:08:00,2011-12-04 11:56:00,12,5155.66,2706,101,6,364,429.6383333333333,225.5,4,4,4,12,Champions,3,Champions
17859,2011-02-08 10:32:00,2011-02-08 10:32:00,1,148.21,127,23,305,1,148.21,127.0,1,2,1,4,Hibernating,2,Hibernating
17860,2010-12-06 12:41:00,2010-12-06 12:41:00,1,252.8,104,49,369,1,252.8,104.0,1,2,1,4,Hibernating,2,Hibernating
17861,2011-01-24 11:34:00,2011-12-06 16:21:00,8,2100.8,1988,172,3,317,262.6,248.5,4,4,4,12,Champions,3,Champions
17862,2011-01-20 12:23:00,2011-01-20 12:23:00,1,330.9,100,11,324,1,330.9,100.0,1,2,2,5,Hibernating,2,Hibernating
17863,2010-12-05 13:21:00,2011-10-11 13:45:00,6,3160.0,2638,110,59,311,526.6666666666666,439.6666666666667,2,4,4,10,Loyal Customers,3,Champions
17864,2011-03-09 11:44:00,2011-11-27 11:15:00,3,597.5,810,70,13,263,199.16666666666666,270.0,4,3,2,9,Hibernating,1,Core Growth
17865,2010-12-10 14:53:00,2011-11-09 12:08:00,20,10526.32,5757,191,31,334,526.316,287.85,3,4,4,11,Loyal Customers,3,Champions
17866,2011-07-20 11:07:00,2011-07-20 11:07:00,1,329.65,174,9,143,1,329.65,174.0,1,2,2,5,Hibernating,0,Big-Ticket Occasionals
17867,2011-02-24 12:25:00,2011-11-09 14:15:00,6,1197.1000000000001,542,62,30,259,199.51666666666668,90.33333333333333,3,4,3,10,Loyal Customers,1,Core Growth
17869,2010-12-06 17:16:00,2011-08-24 16:16:00,5,428.18,111,37,107,261,85.636,22.2,2,4,2,8,At Risk,2,Hibernating
17870,2010-12-08 08:12:00,2011-12-07 15:07:00,12,1894.35,1401,214,2,365,157.86249999999998,116.75,4,4,4,12,Champions,3,Champions
17871,2011-05-19 11:32:00,2011-05-19 11:32:00,1,155.9,182,10,205,1,155.9,182.0,1,2,1,4,Hibernating,2,Hibernating
17873,2010-12-01 14:54:00,2011-09-20 16:41:00,5,1859.16,1047,24,80,294,371.832,209.4,2,4,4,10,Loyal Customers,1,Core Growth
17874,2011-03-29 11:25:00,2011-06-07 12:54:00,6,683.46,221,37,185,71,113.91000000000001,36.833333333333336,1,4,3,8,At Risk,2,Hibernating
17877,2011-06-22 13:00:00,2011-06-22 13:00:00,1,237.61,98,12,170,1,237.61,98.0,1,2,1,4,Hibernating,2,Hibernating
17878,2011-10-27 11:24:00,2011-10-27 11:24:00,1,379.45,401,26,44,1,379.45,401.0,3,2,2,7,Promising,0,Big-Ticket Occasionals
17879,2011-06-19 12:36:00,2011-06-19 12:36:00,1,178.51999999999998,45,6,174,1,178.51999999999998,45.0,1,2,1,4,Hibernating,2,Hibernating
17880,2010-12-10 10:21:00,2010-12-10 10:21:00,1,458.92,314,26,365,1,458.92,314.0,1,2,2,5,Hibernating,0,Big-Ticket Occasionals
17881,2011-02-08 17:16:00,2011-02-08 17:16:00,1,133.35000000000002,32,8,304,1,133.35000000000002,32.0,1,2,1,4,Hibernating,2,Hibernating
17883,2011-04-07 19:16:00,2011-12-06 17:49:00,4,671.77,379,133,3,243,167.9425,94.75,4,3,2,9,Hibernating,1,Core Growth
17884,2010-12-03 12:11:00,2011-12-06 11:33:00,4,717.45,854,107,4,368,179.3625,213.5,4,3,3,10,Hibernating,1,Core Growth
17885,2011-11-27 14:40:00,2011-11-27 14:40:00,1,190.19,167,50,12,1,190.19,167.0,4,2,1,7,Promising,2,Hibernating
17886,2011-04-04 12:34:00,2011-11-08 10:09:00,3,899.61,481,93,32,218,299.87,160.33333333333334,3,3,3,9,Hibernating,1,Core Growth
17887,2011-08-02 17:29:00,2011-08-02 17:29:00,1,111.35,30,10,129,1,111.35,30.0,2,2,1,5,Hibernating,2,Hibernating
17888,2010-12-17 13:56:00,2011-11-18 13:45:00,8,726.05,980,60,21,336,90.75625,122.5,3,4,3,10,Loyal Customers,1,Core Growth
17889,2011-01-21 17:14:00,2011-05-11 16:26:00,2,203.87,79,20,212,110,101.935,39.5,1,3,1,5,At Risk,2,Hibernating
17890,2010-12-13 15:12:00,2011-01-21 11:19:00,2,602.09,416,88,323,39,301.045,208.0,1,3,2,6,At Risk,0,Big-Ticket Occasionals
17891,2011-06-30 20:08:00,2011-06-30 20:08:00,1,203.85999999999999,393,34,162,1,203.85999999999999,393.0,1,2,1,4,Hibernating,2,Hibernating
17892,2011-07-07 12:56:00,2011-10-14 16:49:00,3,244.1,109,27,56,100,81.36666666666666,36.333333333333336,2,3,1,6,At Risk,2,Hibernating
17893,2011-04-28 13:50:00,2011-04-28 13:50:00,1,112.25,161,15,225,1,112.25,161.0,1,2,1,4,Hibernating,2,Hibernating
17894,2010-12-08 14:50:00,2011-09-29 09:23:00,8,1119.81,405,127,72,295,139.97625,50.625,2,4,3,9,Loyal Customers,1,Core Growth
17895,2011-10-26 17:00:00,2011-10-26 17:00:00,1,98.0,130,15,44,1,98.0,130.0,3,2,1,6,Promising,2,Hibernating
17896,2011-11-16 13:59:00,2011-11-16 13:59:00,1,256.32,288,2,23,1,256.32,288.0,3,2,1,6,Promising,1,Core Growth
17897,2010-12-01 12:31:00,2011-06-20 11:23:00,3,566.6,229,100,173,201,188.86666666666667,76.33333333333333,1,3,2,6,At Risk,0,Big-Ticket Occasionals
17898,2011-05-16 17:13:00,2011-09-15 14:56:00,2,152.06,190,27,85,122,76.03,95.0,2,3,1,6,At Risk,2,Hibernating
17899,2011-07-03 14:58:00,2011-07-03 14:58:00,1,155.8,171,29,159,1,155.8,171.0,1,2,1,4,Hibernating,2,Hibernating
17900,2011-06-02 14:28:00,2011-06-02 14:38:00,2,112.19999999999999,73,4,190,1,56.099999999999994,36.5,1,3,1,5,At Risk,2,Hibernating
17901,2011-11-10 17:29:00,2011-11-10 17:29:00,1,110.38,24,19,29,1,110.38,24.0,3,2,1,6,Promising,2,Hibernating
17904,2011-11-18 12:57:00,2011-11-18 12:57:00,1,191.67,63,33,21,1,191.67,63.0,3,2,1,6,Promising,2,Hibernating
17905,2010-12-01 13:21:00,2011-09-29 17:33:00,4,800.24,407,33,71,303,200.06,101.75,2,3,3,8,At Risk,1,Core Growth
17906,2011-04-06 17:25:00,2011-04-06 17:25:00,1,72.9,26,12,247,1,72.9,26.0,1,2,1,4,Hibernating,2,Hibernating
17908,2010-12-01 11:45:00,2010-12-01 11:45:00,1,243.28,173,51,374,1,243.28,173.0,1,2,1,4,Hibernating,2,Hibernating
17911,2011-11-30 14:52:00,2011-11-30 14:52:00,1,366.23,223,39,9,1,366.23,223.0,4,2,2,8,Promising,1,Core Growth
17912,2010-12-10 11:11:00,2011-02-02 14:25:00,5,311.01,185,35,310,55,62.202,37.0,1,4,2,7,At Risk,2,Hibernating
17913,2010-12-19 11:35:00,2011-10-12 10:45:00,2,411.6,289,55,59,297,205.8,144.5,2,3,2,7,At Risk,1,Core Growth
17914,2011-12-06 11:58:00,2011-12-06 11:58:00,1,336.43,473,72,4,1,336.43,473.0,4,2,2,8,Promising,1,Core Growth
17917,2010-12-12 12:08:00,2011-10-25 13:20:00,3,341.28,187,77,45,318,113.75999999999999,62.333333333333336,3,3,2,8,Hibernating,2,Hibernating
17919,2011-09-12 13:41:00,2011-09-12 13:41:00,1,1304.04,756,23,88,1,1304.04,756.0,2,2,3,7,At Risk,0,Big-Ticket Occasionals
17920,2010-12-01 11:49:00,2011-12-05 14:29:00,17,4204.1,2516,407,4,370,247.3,148.0,4,4,4,12,Champions,3,Champions
17921,2011-03-18 13:19:00,2011-10-06 18:56:00,4,826.52,430,114,64,203,206.63,107.5,2,3,3,8,At Risk,1,Core Growth
17923,2011-03-02 15:15:00,2011-03-02 15:15:00,1,207.50000000000003,50,1,282,1,207.50000000000003,50.0,1,2,1,4,Hibernating,2,Hibernating
17924,2010-12-01 10:51:00,2011-11-28 09:11:00,7,2962.5,1160,26,12,362,423.2142857142857,165.71428571428572,4,4,4,12,Champions,3,Champions
17925,2010-12-02 10:10:00,2010-12-02 10:10:00,1,244.08,72,1,373,1,244.08,72.0,1,2,1,4,Hibernating,2,Hibernating
17926,2011-05-20 09:24:00,2011-07-29 14:39:00,2,397.29,306,17,133,71,198.645,153.0,2,3,2,7,At Risk,0,Big-Ticket Occasionals
